author,author_association,state,comments,pull_request,created_at,updated_at,closed_at,body,url,repo
thomasp85,MEMBER,closed,0,https://github.com/tidyverse/ggplot2/pull/4673,2021-11-17T11:04:51Z,2021-11-24T08:56:23Z,2021-11-24T08:56:00Z,"Fix #4553 

The new-ish feature of adding back axes when the `facet_wrap()` grid was not complete was not tailored for all settings of `as.table` and `dir`

This is a reimplementation that doesn't make any assumptions about how the grid can or will be filled out",https://github.com/tidyverse/ggplot2/pull/4673,ggplot2
thomasp85,MEMBER,closed,0,https://github.com/tidyverse/ggplot2/pull/4672,2021-11-16T14:58:46Z,2021-11-16T20:01:15Z,2021-11-16T20:00:38Z,"Fix #4559 

This is a simple fix that converts all instances of `NA` in the size aesthetic to `0`",https://github.com/tidyverse/ggplot2/pull/4672,ggplot2
thomasp85,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/4671,2021-11-16T13:49:47Z,2022-02-20T14:49:12Z,2021-12-06T09:40:27Z,"Fix #4580 

This PR makes `stat_bin_hex()` write `width` and `height` to the data which `geom_hex()` can pick up instead of deriving the resolution from data. This fixes issues with very sparse data where the bin resolution is not obvious from the bin centers",https://github.com/tidyverse/ggplot2/pull/4671,ggplot2
thomasp85,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/4670,2021-11-12T09:37:40Z,2021-11-16T20:05:26Z,2021-11-16T20:04:59Z,"Fix #4588 

This PR allows mix of 0-length and 1-length vectors (recycled to 0) in aesthetics... It both puts ggplot2 in line with our decided recycling rules and makes it less error-prone to set aesthetics to scalars as these values can now be mixed with all sizes of data (even 0)",https://github.com/tidyverse/ggplot2/pull/4670,ggplot2
thomasp85,MEMBER,closed,0,https://github.com/tidyverse/ggplot2/pull/4669,2021-11-12T08:32:33Z,2021-11-16T20:08:54Z,2021-11-16T20:08:31Z,"Fix #4610 

This PR adds the same type of check for presence of axis that happens in `facet_wrap()` to `facet_grid()` before adding padding between the strip and axis",https://github.com/tidyverse/ggplot2/pull/4669,ggplot2
thomasp85,MEMBER,closed,0,https://github.com/tidyverse/ggplot2/pull/4667,2021-11-11T12:22:49Z,2021-11-12T07:22:20Z,2021-11-12T07:21:26Z,Fix #4624 by treating ´NA` as `0` when calculating point size,https://github.com/tidyverse/ggplot2/pull/4667,ggplot2
thomasp85,MEMBER,closed,0,https://github.com/tidyverse/ggplot2/pull/4666,2021-11-11T11:35:18Z,2021-11-12T07:19:47Z,2021-11-12T07:17:56Z,Fix #4646 - This PR adds a default value to the `weight` aesthetic ensuring that it doesn't emit a warning when given,https://github.com/tidyverse/ggplot2/pull/4666,ggplot2
thomasp85,MEMBER,closed,0,https://github.com/tidyverse/ggplot2/pull/4664,2021-11-09T13:27:58Z,2021-11-10T18:57:00Z,2021-11-10T14:39:07Z,"This PR fixes #4653, but also goes a step further and makes the use of `lineend` and `linejoin` parameters more consistent across the board. 

Until now, `lineend` has only been possible to set in a few geom that has explicit ends in their lines, but this parameter affect the ends of stippled lines so should be exposed everywhere the `linetype` aesthetic is available.

Further, `linejoin` has also been unavailable in a wide range of geoms, meaning that the corners of e.g. box plots couldn't be controlled. This has now been fixed.

Across the board, the default `lineend` is now `""butt""`. For `linejoin` it is either `""mitre""` (for squar-ish geoms), or `""round""` (for smooth geoms).

All `draw_key_*` functions will now look for `linetype` and `lineend` in `params` if meaningful so that their display matches that shown in the plot.

**Note**: This PR removes the hack around rectangle joins we put in place cf https://github.com/tidyverse/ggplot2/issues/3037#issuecomment-457504667. This is to make behaviour consistent across geoms. I believe the existence of ragg and all the continued issues with the windows device means that we should not forever cripple our code base to appease it",https://github.com/tidyverse/ggplot2/pull/4664,ggplot2
JakeRuss,CONTRIBUTOR,closed,14,https://github.com/tidyverse/ggplot2/pull/4659,2021-11-04T19:28:48Z,2021-11-09T08:22:12Z,2021-11-09T08:22:01Z,"My vague recollection when I opened #4391, was I thought adding arrow was basically adding it to the list. As you can see from this commit it doesn't work. 

I expected the following to work, but no. 
````
library(sf)
library(ggplot2)

coords <- tibble::tibble(lat = c(26.562855, 28.538336), 
                         lon = c(-81.949532, -81.379234)) %>%
  st_as_sf(coords = c(""lon"", ""lat""),  crs = 4326, remove = FALSE) %>%
  st_coordinates() %>%
  st_linestring()

ggplot() + 
  geom_sf(data = coords, size = 2, 
          arrow = arrow(angle = 45, ends = ""last"", type = ""open"", length = unit(0.5, ""inches"")))
````

I'm not sure I understand enough to complete this task ",https://github.com/tidyverse/ggplot2/pull/4659,ggplot2
r2evans,CONTRIBUTOR,closed,1,https://github.com/tidyverse/ggplot2/pull/4657,2021-10-29T16:09:12Z,2021-11-03T07:16:53Z,2021-11-03T07:16:40Z,list(),https://github.com/tidyverse/ggplot2/pull/4657,ggplot2
thomasp85,MEMBER,closed,5,https://github.com/tidyverse/ggplot2/pull/4656,2021-10-29T12:36:33Z,2021-11-01T18:16:28Z,2021-11-01T18:16:28Z,"This updates our CI scripts to the latest version, hopefully removing the need for continuous keeping up with best practices.",https://github.com/tidyverse/ggplot2/pull/4656,ggplot2
bersbersbers,CONTRIBUTOR,closed,3,https://github.com/tidyverse/ggplot2/pull/4654,2021-10-29T11:24:26Z,2022-03-20T15:34:18Z,2022-03-20T15:34:15Z,"Fix ""collapsing to unique 'x' values"" warnings. Closes #4455

A test will follow in a later commit.",https://github.com/tidyverse/ggplot2/pull/4654,ggplot2
eliocamp,CONTRIBUTOR,closed,6,https://github.com/tidyverse/ggplot2/pull/4652,2021-10-28T20:14:13Z,2021-11-09T08:17:05Z,2021-11-09T08:16:58Z,"This is a refreshed version of #2320
``` r
library(ggplot2)

v <- ggplot(faithfuld, aes(waiting, eruptions, z = density))
v + geom_contour(binwidth = 0.001)
```

![](https://i.imgur.com/Pe6Hvkm.png)

``` r
my_breaks <- function(range, binwidth) {
  b <- scales::fullseq(range, binwidth)
  b[b != 0.002]  # remove the 0.002 contour
}

v + geom_contour(breaks = my_breaks, binwidth = 0.001)
```

![](https://i.imgur.com/MAufdxh.png)

<sup>Created on 2021-10-28 by the [reprex package](https://reprex.tidyverse.org) (v2.0.0)</sup>",https://github.com/tidyverse/ggplot2/pull/4652,ggplot2
alonmar,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/4640,2021-10-09T06:42:09Z,2021-10-29T12:22:27Z,2021-10-29T12:22:18Z,This issue added in doc  #4615 ,https://github.com/tidyverse/ggplot2/pull/4640,ggplot2
benjaminrich,NONE,closed,1,https://github.com/tidyverse/ggplot2/pull/4637,2021-10-07T20:13:04Z,2022-03-14T21:29:14Z,2022-03-14T21:29:14Z,"This is intended to address #4636.

I could really use some help with this, as I've never contributed to ggplot2 before, and I'm not really sure of the best way to do this.

It's a simple enough change, should not break anything, and it does solve the problem described in #4636 if you add `trans= ~ f(.)` inside `annotation_logticks()`, like this:

```r
df1 <- data.frame(x=0:10, y=seq(10, 0, len=11))
df2 <- data.frame(x=0:10, y=seq(0.1, 1000, len=11))

ylim1 <- c(0, 10)
ylim2 <- log10(c(0.1, 1000))

f <- function(y) (diff(ylim1)/diff(ylim2))*(y - min(ylim2)) + min(ylim1)
g <- function(y) (diff(ylim2)/diff(ylim1))*(y - min(ylim1)) + min(ylim2)


ggplot() +
  geom_col(data=df1, aes(x=x, y=y, color=""linear scale""), alpha=0.2) +
  geom_line(data=df2, aes(x=x, y=f(log10(y)), color=""log scale""), size=2) +
  scale_y_continuous(""Linear Scale"",
    sec.axis=sec_axis(~ g(.), name=""Log Scale"", labels=function(x) 10^x)) +
  annotation_logticks(sides=""r"", color=""red"", trans= ~ f(.)) +
  scale_color_manual(breaks=c(""linear scale"", ""log scale""), values=c(""blue"", ""red"")) +
  theme_classic() +
  theme(
    axis.title.y       = element_text(color=""blue""),
    axis.text.y        = element_text(color=""blue""),
    axis.ticks.y       = element_line(color=""blue""),
    axis.title.y.right = element_text(color=""red""),
    axis.text.y.right  = element_text(color=""red""),
    axis.ticks.y.right = element_line(color=""red""))
```
![image](https://user-images.githubusercontent.com/17572252/136455192-d5c5b093-e21d-4bf3-b2e5-28ff49953d1b.png)
",https://github.com/tidyverse/ggplot2/pull/4637,ggplot2
laresbernardo,CONTRIBUTOR,closed,1,https://github.com/tidyverse/ggplot2/pull/4634,2021-10-01T19:27:20Z,2022-03-15T21:58:12Z,2022-03-15T21:58:12Z,"Same format for method and formula, using `param = value`. [Fixed](https://github.com/laresbernardo/ggplot2/commit/f35b764136a5ee48497d90bd4ccfd259db3132bb) and requesting a merge.",https://github.com/tidyverse/ggplot2/pull/4634,ggplot2
dgromer,CONTRIBUTOR,closed,1,https://github.com/tidyverse/ggplot2/pull/4625,2021-09-22T08:00:17Z,2021-09-22T08:06:38Z,2021-09-22T08:06:38Z,Fixes https://github.com/hadley/ggplot2-book/issues/276 as proposed in https://github.com/hadley/ggplot2-book/pull/277#issuecomment-923920536,https://github.com/tidyverse/ggplot2/pull/4625,ggplot2
banfai,CONTRIBUTOR,closed,1,https://github.com/tidyverse/ggplot2/pull/4623,2021-09-18T19:01:22Z,2021-09-18T19:02:20Z,2021-09-18T19:02:20Z,list(),https://github.com/tidyverse/ggplot2/pull/4623,ggplot2
teunbrand,CONTRIBUTOR,closed,15,https://github.com/tidyverse/ggplot2/pull/4619,2021-09-15T20:54:05Z,2021-09-20T08:51:22Z,2021-09-20T07:56:11Z,"#### Why this PR?

In ggplot2 v3.3.4, #4471 was introduced to allow fewer items in `values` than auto-detected breaks.
This has had some consequences, most notably that an extra legend key was produced if a named `values` was longer than auto-detected `breaks` (#4511, #4534, #4556, #4545). One workaround is currently to use `limits = force`, which feels unneccessary (https://github.com/tidyverse/ggplot2/issues/4511#issuecomment-866185530). Additionally, the ordering of the legend keys was effected by the names in the `values` argument (#4616).

#### What does this PR do?

This PR aims to revert back to the old behaviour (in most part), while preserving the spirit of #4471. It does so by replacing a vector-based `limits` by a function-based `limits` that intersects the names of the values by the observed limits.

#### Foreseen problems

Both this PR and #4547 aim to do the same thing and therefore these PRs are in conflict. This PR solely affects manual scales, whereas all scales are affected in #4547.

#### Examples

``` r
library(ggplot2)

p <- ggplot(mpg, aes(displ, hwy, colour = drv)) +
  geom_point(size = 2)

values <- c(""f"" = ""dodgerblue"", ""r"" = ""tomato"", ""4"" = ""limegreen"", 
            ""dummy"" = ""black"")

# Does not change default order (#4616), nor produces extra key (#4511)
p + scale_colour_manual(
    values = values
  )
```

![](https://i.imgur.com/imuZLDV.png)

``` r
# Can add extra key by setting limits
# The plot is the same as CRAN version without limits argument
p + scale_colour_manual(
  values = values,
  limits = names(values)
)
```

![](https://i.imgur.com/NURtrpa.png)

``` r
# Can set undefined values to na.value (spirit of #4471)
p + scale_colour_manual(
  values = values[1:2]
)
```

![](https://i.imgur.com/ywpuHpy.png)

``` r
# Can set fewer keys by setting breaks (same as CRAN version)
p + scale_colour_manual(
  values = values,
  breaks = names(values)[1:2]
)
```

![](https://i.imgur.com/Z4kLI57.png)

<sup>Created on 2021-09-15 by the [reprex package](https://reprex.tidyverse.org) (v2.0.1)</sup>

",https://github.com/tidyverse/ggplot2/pull/4619,ggplot2
averiperny,CONTRIBUTOR,closed,0,https://github.com/tidyverse/ggplot2/pull/4585,2021-08-16T18:59:03Z,2021-08-24T14:05:02Z,2021-08-24T14:05:01Z,The ggplot2 cheat sheet file name changed so I updated the link here.,https://github.com/tidyverse/ggplot2/pull/4585,ggplot2
michaelgrund,NONE,closed,1,https://github.com/tidyverse/ggplot2/pull/4583,2021-08-12T13:41:14Z,2021-09-08T07:49:20Z,2021-09-07T14:30:24Z,"~~The filename of ``scale-discrete.r`` contains a hyphen right before the .r ending which results e.g. in broken references in several other functions.~~

As I misunderstood how the generation of the documentation works, here's now an adjusted PR which fixes an incorrect name in ``scale_discrete.Rd``.  

The wrong name results in broken links which currently appear when referencing to ```scale_x_discrete()``` e.g. from [scale_continous](https://ggplot2.tidyverse.org/reference/scale_continuous.html).",https://github.com/tidyverse/ggplot2/pull/4583,ggplot2
teunbrand,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/4574,2021-08-04T21:14:58Z,2021-08-06T08:59:44Z,2021-08-04T21:55:55Z,There is a very niche bug in the legend drawing code that only affects plotting when the extracted layer data contains a single column. I ran into this bug when I was experimenting with a geom that has a `fill` aesthetic but not an `alpha` aesthetic.,https://github.com/tidyverse/ggplot2/pull/4574,ggplot2
krassowski,CONTRIBUTOR,closed,0,https://github.com/tidyverse/ggplot2/pull/4563,2021-07-22T19:09:59Z,2021-08-24T13:44:32Z,2021-08-24T13:42:35Z,"Just fixing a typo discovered when looking at this entry find out what was the reason for deprecation and whether there are some ramifications, so having a correct link might be helpful to others too (if you agree, please also consider updating it manually in the release notes on GitHub).

The correct issue is #4097 but #4094 was referenced in the changelog.",https://github.com/tidyverse/ggplot2/pull/4563,ggplot2
aijordan,NONE,closed,1,https://github.com/tidyverse/ggplot2/pull/4560,2021-07-22T14:57:46Z,2021-07-22T15:08:29Z,2021-07-22T15:08:29Z,"Allowing `breaks` in `stat_bin()` to accept functions is useful in the context of grouping structures. Particularly, when data are mixed discrete and continuous, e.g., precipitation.

The changes also enable facet histograms for estimators with variable bin width, e.g, equal area of all blocks, or the ""essential histogram"" ([doi:10.1093/biomet/asz081](https://doi.org/10.1093/biomet/asz081)).

This PR is in the same spirit as #1890
",https://github.com/tidyverse/ggplot2/pull/4560,ggplot2
stragu,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/4555,2021-07-13T04:54:10Z,2021-07-13T22:31:38Z,2021-07-13T14:06:50Z,"Apologies for not testing building the package before submitting the pull request, but given that this only touches the function documentation text, I did not think it would be necessary.",https://github.com/tidyverse/ggplot2/pull/4555,ggplot2
banfai,CONTRIBUTOR,closed,4,https://github.com/tidyverse/ggplot2/pull/4547,2021-07-07T08:59:12Z,2021-09-19T00:05:49Z,2021-09-19T00:05:45Z,"Issue introduced in #4471, if there are extra named values in a manual scale then they will show up on the legend even with `drop = TRUE`.

Question: should these values be forced with `drop = FALSE`? (currently it's possible)",https://github.com/tidyverse/ggplot2/pull/4547,ggplot2
yutannihilation,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/4543,2021-07-05T10:58:02Z,2021-09-07T14:40:39Z,2021-09-07T14:40:29Z,"Fix #4540

Currently the CRAN version of pkgdown seems to have a bug on linking topics. @maelle adviced me to use the dev version of pkgdown (c.f. https://github.com/r-lib/pkgdown/issues/1733), and I confirmed it works as expected on my forked repo: https://yutannihilation.github.io/ggplot2/dev/reference/theme.html",https://github.com/tidyverse/ggplot2/pull/4543,ggplot2
clauswilke,MEMBER,closed,3,https://github.com/tidyverse/ggplot2/pull/4530,2021-06-23T16:15:50Z,2021-06-24T12:29:06Z,2021-06-24T08:11:29Z,fix #4527,https://github.com/tidyverse/ggplot2/pull/4530,ggplot2
clauswilke,MEMBER,closed,6,https://github.com/tidyverse/ggplot2/pull/4528,2021-06-23T14:40:14Z,2021-06-23T16:13:41Z,2021-06-23T16:13:41Z,Creating PR against master for now so the automated tests are run.,https://github.com/tidyverse/ggplot2/pull/4528,ggplot2
thomasp85,MEMBER,closed,0,https://github.com/tidyverse/ggplot2/pull/4525,2021-06-22T08:33:34Z,2021-06-28T07:12:10Z,2021-06-28T07:12:10Z,This release fixes a couple of issues related to `ggsave()` and `geom_abline()` that surfaced after the 3.3.4 release and are too annoying to wait for the next big release,https://github.com/tidyverse/ggplot2/pull/4525,ggplot2
yutannihilation,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/4523,2021-06-19T07:55:29Z,2021-06-22T08:15:05Z,2021-06-22T08:14:56Z,"Fix #4521 

#4164 adds `bg` arg to `ggsave()`, but `grDevices::win.metafile()` is the exception in that it doesn't have `bg` argument. We need to absorb it in the wrapper function.",https://github.com/tidyverse/ggplot2/pull/4523,ggplot2
